ts,ax,ay,az,gx,gy,gz,mx,my,mz
61740,1086.0,2467.0,3018.0,912.0,-111.0,120.0,1889.0,365.0,-3491.0
61990,1086.0,2467.0,3018.0,1768.0,-88.0,-79.0,1889.0,365.0,-3491.0
62240,1085.0,1990.0,3244.0,9506.0,-527.0,-304.0,1889.0,365.0,-3491.0
62490,961.0,575.0,3808.0,6169.0,-925.0,98.0,1889.0,365.0,-3491.0
62740,993.0,261.0,3890.0,338.0,-214.0,10.0,1889.0,365.0,-3491.0
62990,963.0,258.0,3841.0,-160.0,120.0,187.0,1889.0,365.0,-3491.0
63240,961.0,286.0,3863.0,-606.0,-483.0,-88.0,1889.0,365.0,-3491.0
63490,954.0,404.0,3845.0,1518.0,-1202.0,-1389.0,1897.0,-443.0,-3124.0
63740,954.0,404.0,3845.0,-458.0,1851.0,-2280.0,1897.0,-443.0,-3124.0
63990,825.0,240.0,3864.0,1627.0,0.0,-603.0,1897.0,-443.0,-3124.0
64240,1113.0,-1.0,3872.0,876.0,3348.0,-271.0,1897.0,-443.0,-3124.0
64490,1113.0,-1.0,3872.0,162.0,-463.0,-211.0,1897.0,-443.0,-3124.0
64740,1097.0,-15.0,3756.0,-114.0,-347.0,12.0,1897.0,-443.0,-3124.0
64990,1061.0,12.0,3807.0,329.0,-3074.0,-189.0,2041.0,-245.0,-3153.0
65240,1061.0,12.0,3807.0,874.0,-4010.0,380.0,2041.0,-245.0,-3153.0
65490,333.0,-8.0,4031.0,227.0,-1665.0,106.0,2041.0,-245.0,-3153.0
65740,62.0,-69.0,4000.0,906.0,-1387.0,65.0,2041.0,-245.0,-3153.0
65990,-52.0,-61.0,4009.0,546.0,-1602.0,103.0,2041.0,-245.0,-3153.0
66240,-307.0,-93.0,4051.0,317.0,-1405.0,49.0,2041.0,-245.0,-3153.0
66490,-307.0,-93.0,4051.0,421.0,-1504.0,172.0,2041.0,-245.0,-3153.0
66740,-762.0,-111.0,3916.0,408.0,-1521.0,95.0,2041.0,-245.0,-3153.0
66990,-925.0,-95.0,3901.0,410.0,-2308.0,80.0,2041.0,-245.0,-3153.0
67240,-1067.0,-115.0,3852.0,378.0,-773.0,22.0,2041.0,-245.0,-3153.0
67490,-1211.0,-114.0,3844.0,439.0,-740.0,0.0,2041.0,-245.0,-3153.0
67740,-1253.0,-98.0,3768.0,225.0,-1719.0,290.0,2041.0,-245.0,-3153.0
67990,-1518.0,-112.0,3762.0,247.0,-1250.0,83.0,2041.0,-245.0,-3153.0
68240,-1657.0,-105.0,3686.0,177.0,5.0,-257.0,569.0,-209.0,-3101.0
68490,-1645.0,-88.0,3674.0,320.0,2143.0,-504.0,569.0,-209.0,-3101.0
68740,-1258.0,-48.0,3847.0,262.0,3504.0,-1563.0,569.0,-209.0,-3101.0
68990,-1258.0,-48.0,3847.0,187.0,2429.0,26.0,569.0,-209.0,-3101.0
69240,-400.0,-6.0,3990.0,206.0,1678.0,131.0,569.0,-209.0,-3101.0
69490,17.0,-10.0,3980.0,356.0,1011.0,-275.0,569.0,-209.0,-3101.0
69740,17.0,-10.0,3980.0,306.0,779.0,-218.0,569.0,-209.0,-3101.0
69990,411.0,-17.0,3981.0,607.0,767.0,-284.0,569.0,-209.0,-3101.0
70240,642.0,-59.0,3957.0,351.0,859.0,-360.0,569.0,-209.0,-3101.0
70490,642.0,-59.0,3957.0,398.0,522.0,-259.0,569.0,-209.0,-3101.0
70740,799.0,-99.0,3856.0,561.0,692.0,-285.0,569.0,-209.0,-3101.0
70990,799.0,-99.0,3856.0,702.0,1678.0,-311.0,569.0,-209.0,-3101.0
71240,799.0,-99.0,3856.0,354.0,926.0,-126.0,569.0,-209.0,-3101.0
71490,1360.0,-213.0,3748.0,439.0,1487.0,-173.0,2379.0,-201.0,-3239.0
71740,1733.0,-225.0,3589.0,29.0,1315.0,64.0,2379.0,-201.0,-3239.0
71990,1802.0,-211.0,3479.0,458.0,614.0,-56.0,2379.0,-201.0,-3239.0
72240,1807.0,-221.0,3553.0,840.0,-1104.0,-44.0,2379.0,-201.0,-3239.0
72490,1547.0,-288.0,3660.0,1085.0,-3547.0,808.0,2379.0,-201.0,-3239.0
72740,947.0,-106.0,3833.0,-1416.0,-3319.0,671.0,2379.0,-201.0,-3239.0
72990,606.0,28.0,3974.0,291.0,-2649.0,330.0,2379.0,-201.0,-3239.0
73240,357.0,32.0,3956.0,464.0,-2481.0,243.0,1617.0,-281.0,-3257.0
73490,357.0,32.0,3956.0,494.0,-1921.0,253.0,1617.0,-281.0,-3257.0
73740,357.0,32.0,3956.0,184.0,-1949.0,374.0,1617.0,-281.0,-3257.0
73990,-716.0,17.0,3972.0,573.0,-2050.0,319.0,1617.0,-281.0,-3257.0
74240,-716.0,17.0,3972.0,409.0,-1282.0,190.0,1617.0,-281.0,-3257.0
74490,-1175.0,-25.0,3840.0,-101.0,-1260.0,366.0,1617.0,-281.0,-3257.0
74740,-1391.0,-6.0,3784.0,386.0,-2108.0,419.0,1617.0,-281.0,-3257.0
74990,-1391.0,-6.0,3784.0,558.0,-659.0,149.0,1617.0,-281.0,-3257.0
75240,-1691.0,-40.0,3669.0,391.0,914.0,-243.0,1617.0,-281.0,-3257.0
75490,-1118.0,-57.0,3886.0,718.0,8180.0,-760.0,1617.0,-281.0,-3257.0
75740,-582.0,-45.0,3954.0,327.0,3105.0,-321.0,1617.0,-281.0,-3257.0
75990,169.0,-33.0,3955.0,403.0,1759.0,-216.0,1617.0,-281.0,-3257.0
76240,308.0,-30.0,3952.0,1115.0,2399.0,-651.0,1617.0,-281.0,-3257.0
76490,883.0,-167.0,3900.0,323.0,2029.0,-521.0,1921.0,-221.0,-3267.0
76740,883.0,-167.0,3900.0,207.0,4350.0,-27.0,1921.0,-221.0,-3267.0
76990,1901.0,-199.0,3484.0,640.0,353.0,-210.0,1921.0,-221.0,-3267.0
77240,2180.0,-282.0,3286.0,378.0,-286.0,-138.0,1921.0,-221.0,-3267.0
77490,2180.0,-282.0,3286.0,1089.0,-3686.0,789.0,1921.0,-221.0,-3267.0
77740,1466.0,-342.0,3576.0,84.0,-7421.0,578.0,1921.0,-221.0,-3267.0
77990,429.0,-129.0,3996.0,-456.0,-2335.0,-22.0,1921.0,-221.0,-3267.0
78240,429.0,-129.0,3996.0,1185.0,-2775.0,282.0,1921.0,-221.0,-3267.0
78490,-379.0,-405.0,3997.0,2542.0,-1577.0,98.0,1921.0,-221.0,-3267.0
78740,-494.0,-856.0,3883.0,2809.0,-290.0,-358.0,1921.0,-221.0,-3267.0
78990,-499.0,-983.0,3868.0,-26.0,-230.0,-131.0,1921.0,-221.0,-3267.0
79240,-488.0,-595.0,3899.0,-3032.0,689.0,-671.0,1921.0,-221.0,-3267.0
79490,-430.0,-202.0,4010.0,-3182.0,652.0,-578.0,1921.0,-221.0,-3267.0
79740,-233.0,638.0,3912.0,-1845.0,582.0,-418.0,1249.0,-463.0,-3143.0
79990,-233.0,638.0,3912.0,-2383.0,718.0,-436.0,1249.0,-463.0,-3143.0
80240,-5.0,1283.0,3823.0,-2215.0,147.0,73.0,1249.0,-463.0,-3143.0
80490,29.0,1599.0,3655.0,-30.0,-99.0,51.0,1249.0,-463.0,-3143.0
80740,74.0,1657.0,3660.0,7457.0,1545.0,-684.0,1249.0,-463.0,-3143.0
80990,387.0,253.0,3769.0,5245.0,750.0,-250.0,1249.0,-463.0,-3143.0
81240,451.0,-128.0,3980.0,3697.0,-142.0,-130.0,1721.0,-51.0,-3377.0
81490,451.0,-609.0,3896.0,1647.0,-665.0,-90.0,1721.0,-51.0,-3377.0
81740,397.0,-710.0,3969.0,-4560.0,-241.0,122.0,1721.0,-51.0,-3377.0
81990,397.0,-710.0,3969.0,-7997.0,-30.0,98.0,1721.0,-51.0,-3377.0
82240,492.0,901.0,3816.0,-2957.0,310.0,2.0,1721.0,-51.0,-3377.0
82490,550.0,1274.0,3748.0,65.0,-103.0,104.0,1721.0,-51.0,-3377.0
82740,617.0,1264.0,3798.0,6146.0,119.0,-348.0,1721.0,-51.0,-3377.0
82990,582.0,24.0,3965.0,5804.0,-177.0,-93.0,1721.0,-51.0,-3377.0
83240,533.0,-513.0,3894.0,-101.0,-334.0,32.0,1721.0,-51.0,-3377.0
83490,531.0,-410.0,3970.0,-1187.0,-23.0,34.0,1721.0,-51.0,-3377.0
83740,531.0,-410.0,3970.0,124.0,41.0,-349.0,1721.0,-51.0,-3377.0
83990,622.0,77.0,3970.0,-4185.0,163.0,-57.0,1721.0,-51.0,-3377.0
84240,719.0,910.0,3813.0,599.0,31.0,-20.0,1721.0,-51.0,-3377.0
84490,719.0,910.0,3813.0,3117.0,299.0,-465.0,1813.0,-635.0,-2969.0
84740,678.0,719.0,3679.0,946.0,-972.0,334.0,1813.0,-635.0,-2969.0
84990,589.0,169.0,3925.0,3566.0,-404.0,119.0,1813.0,-635.0,-2969.0
85240,589.0,169.0,3925.0,-455.0,-84.0,-41.0,1813.0,-635.0,-2969.0
85490,624.0,222.0,3950.0,98.0,1.0,-87.0,1813.0,-635.0,-2969.0
85740,608.0,257.0,3933.0,196.0,-331.0,-135.0,1813.0,-635.0,-2969.0
85990,608.0,257.0,3933.0,357.0,20.0,-91.0,1813.0,-635.0,-2969.0
86240,620.0,261.0,3892.0,105.0,436.0,-126.0,1813.0,-635.0,-2969.0
86490,620.0,261.0,3892.0,-297.0,-199.0,235.0,1813.0,-635.0,-2969.0
86740,640.0,316.0,3942.0,-674.0,-2371.0,1121.0,1813.0,-635.0,-2969.0
86990,647.0,427.0,3933.0,348.0,-506.0,-310.0,1813.0,-635.0,-2969.0
87240,545.0,511.0,3933.0,534.0,482.0,-36.0,1813.0,-635.0,-2969.0
87490,741.0,532.0,3840.0,621.0,-373.0,331.0,1813.0,-635.0,-2969.0
87740,730.0,473.0,3918.0,1514.0,-221.0,-449.0,1825.0,-473.0,-3036.0
87990,629.0,326.0,3895.0,1513.0,-720.0,86.0,1825.0,-473.0,-3036.0
88240,572.0,176.0,3915.0,449.0,-304.0,-29.0,1825.0,-473.0,-3036.0
88490,585.0,154.0,3954.0,-491.0,51.0,271.0,1825.0,-473.0,-3036.0
88740,635.0,229.0,3893.0,349.0,-424.0,-139.0,1825.0,-473.0,-3036.0
88990,635.0,229.0,3893.0,344.0,-393.0,70.0,1825.0,-473.0,-3036.0
89240,566.0,269.0,3921.0,451.0,-17.0,10.0,1825.0,-473.0,-3036.0
89490,649.0,265.0,3957.0,173.0,234.0,31.0,1749.0,-375.0,-3191.0
89740,649.0,265.0,3957.0,122.0,-366.0,-24.0,1749.0,-375.0,-3191.0
89990,684.0,327.0,3944.0,286.0,-39.0,25.0,1749.0,-375.0,-3191.0
90240,660.0,388.0,3942.0,287.0,-795.0,89.0,1749.0,-375.0,-3191.0
90490,660.0,388.0,3942.0,161.0,-90.0,243.0,1749.0,-375.0,-3191.0
90740,519.0,427.0,3942.0,147.0,-712.0,-223.0,1749.0,-375.0,-3191.0
90990,519.0,427.0,3942.0,378.0,-491.0,341.0,1749.0,-375.0,-3191.0
91240,359.0,433.0,3745.0,-25.0,401.0,983.0,1749.0,-375.0,-3191.0
91490,454.0,491.0,3973.0,370.0,-10.0,371.0,1749.0,-375.0,-3191.0
91740,503.0,493.0,3981.0,389.0,2218.0,-354.0,1749.0,-375.0,-3191.0
91990,634.0,594.0,3957.0,-380.0,599.0,-989.0,1749.0,-375.0,-3191.0
92240,634.0,594.0,3957.0,-49.0,-1044.0,-200.0,1749.0,-375.0,-3191.0
92490,634.0,594.0,3957.0,396.0,25.0,-41.0,1749.0,-375.0,-3191.0
92740,687.0,511.0,3981.0,1731.0,-961.0,288.0,1779.0,-467.0,-3044.0
92990,687.0,511.0,3981.0,3788.0,144.0,-656.0,1779.0,-467.0,-3044.0
93240,578.0,-171.0,3988.0,4719.0,-339.0,-595.0,1779.0,-467.0,-3044.0
93490,578.0,-171.0,3988.0,2908.0,-367.0,34.0,1779.0,-467.0,-3044.0
93740,578.0,-171.0,3988.0,757.0,-391.0,-120.0,1779.0,-467.0,-3044.0
93990,392.0,-1753.0,3576.0,2621.0,-502.0,-79.0,1779.0,-467.0,-3044.0
94240,392.0,-1753.0,3576.0,356.0,-147.0,149.0,1779.0,-467.0,-3044.0
94490,318.0,-2075.0,3416.0,-1454.0,654.0,479.0,1779.0,-467.0,-3044.0
94740,599.0,-1048.0,3844.0,-9589.0,1919.0,-299.0,1779.0,-467.0,-3044.0
94990,599.0,-1048.0,3844.0,-4574.0,519.0,88.0,1779.0,-467.0,-3044.0
95240,881.0,796.0,3825.0,-1409.0,-56.0,5.0,1779.0,-467.0,-3044.0
95490,881.0,796.0,3825.0,-2159.0,-170.0,177.0,1779.0,-467.0,-3044.0
95740,917.0,1400.0,3618.0,617.0,67.0,19.0,1779.0,-467.0,-3044.0
95990,925.0,1008.0,3695.0,8348.0,-1448.0,-177.0,1973.0,-799.0,-2604.0
96240,889.0,413.0,3920.0,7667.0,-1150.0,-101.0,1973.0,-799.0,-2604.0
96490,644.0,-900.0,3850.0,2105.0,-778.0,-142.0,1973.0,-799.0,-2604.0
96740,644.0,-900.0,3850.0,-3566.0,568.0,260.0,1973.0,-799.0,-2604.0
96990,640.0,-854.0,3786.0,-5589.0,599.0,283.0,1973.0,-799.0,-2604.0
97240,859.0,791.0,3848.0,-3451.0,500.0,177.0,1973.0,-799.0,-2604.0
97490,929.0,915.0,3774.0,246.0,9.0,-103.0,1927.0,-591.0,-2842.0
97740,932.0,870.0,3808.0,7728.0,-1072.0,-351.0,1927.0,-591.0,-2842.0
97990,780.0,-414.0,3949.0,5199.0,-835.0,-290.0,1927.0,-591.0,-2842.0
98240,780.0,-414.0,3949.0,-291.0,80.0,138.0,1927.0,-591.0,-2842.0
98490,747.0,-399.0,3851.0,565.0,-479.0,-68.0,1927.0,-591.0,-2842.0
98740,831.0,201.0,3885.0,-7792.0,609.0,393.0,1927.0,-591.0,-2842.0
98990,854.0,394.0,3857.0,1634.0,-332.0,-71.0,1927.0,-591.0,-2842.0
99240,823.0,33.0,3861.0,4835.0,-1206.0,-155.0,1927.0,-591.0,-2842.0
99490,823.0,33.0,3861.0,-141.0,-20.0,-65.0,1927.0,-591.0,-2842.0
99740,717.0,-291.0,3912.0,487.0,-857.0,-224.0,1927.0,-591.0,-2842.0
99990,717.0,-291.0,3912.0,674.0,-1377.0,-539.0,1927.0,-591.0,-2842.0
100240,486.0,-331.0,3898.0,155.0,-943.0,-495.0,1927.0,-591.0,-2842.0
100490,302.0,-246.0,3967.0,64.0,-1412.0,-437.0,1927.0,-591.0,-2842.0
100740,90.0,-226.0,3997.0,336.0,29.0,186.0,1587.0,-185.0,-3350.0
100990,98.0,-354.0,4080.0,1090.0,721.0,486.0,1587.0,-185.0,-3350.0
101240,98.0,-354.0,4080.0,1330.0,-2811.0,4880.0,1587.0,-185.0,-3350.0
101490,-34.0,-275.0,3850.0,98.0,-1101.0,1368.0,1587.0,-185.0,-3350.0
101740,84.0,-163.0,3957.0,-105.0,-547.0,-3.0,1587.0,-185.0,-3350.0
101990,84.0,-163.0,3957.0,83.0,-545.0,-271.0,1587.0,-185.0,-3350.0
102240,88.0,-73.0,3984.0,-41.0,-150.0,-413.0,1587.0,-185.0,-3350.0
102490,79.0,-36.0,4040.0,495.0,-333.0,-188.0,1587.0,-185.0,-3350.0
102740,12.0,-73.0,3970.0,58.0,553.0,370.0,1587.0,-185.0,-3350.0
102990,100.0,-62.0,3990.0,-6.0,1476.0,149.0,1587.0,-185.0,-3350.0
103240,100.0,-62.0,3990.0,-360.0,757.0,769.0,1587.0,-185.0,-3350.0
103490,470.0,82.0,3933.0,1996.0,-155.0,2828.0,1587.0,-185.0,-3350.0
103740,470.0,82.0,3933.0,1152.0,-146.0,3312.0,1587.0,-185.0,-3350.0
103990,581.0,89.0,4000.0,1131.0,-758.0,2477.0,1159.0,25.0,-3434.0
104240,499.0,-19.0,3985.0,518.0,-455.0,2937.0,1159.0,25.0,-3434.0
104490,499.0,-19.0,3985.0,262.0,-157.0,46.0,1159.0,25.0,-3434.0
104740,521.0,8.0,3954.0,414.0,-34.0,-61.0,1159.0,25.0,-3434.0
104990,513.0,10.0,3917.0,402.0,-136.0,-214.0,1159.0,25.0,-3434.0
105240,513.0,10.0,3917.0,389.0,-144.0,-115.0,1159.0,25.0,-3434.0
105490,479.0,-17.0,3939.0,277.0,-196.0,-37.0,1159.0,25.0,-3434.0
105740,497.0,-8.0,3960.0,425.0,-96.0,-27.0,883.0,143.0,-3495.0
105990,479.0,-25.0,3926.0,390.0,-92.0,-172.0,883.0,143.0,-3495.0
106240,508.0,-11.0,3956.0,193.0,-96.0,-557.0,883.0,143.0,-3495.0
106490,508.0,-11.0,3956.0,148.0,-118.0,-85.0,883.0,143.0,-3495.0
106740,511.0,7.0,3937.0,272.0,-229.0,-11.0,883.0,143.0,-3495.0
106990,511.0,7.0,3937.0,320.0,-146.0,-74.0,883.0,143.0,-3495.0
107240,482.0,0.0,3927.0,346.0,-172.0,52.0,883.0,143.0,-3495.0
107490,486.0,25.0,3966.0,137.0,-78.0,459.0,883.0,143.0,-3495.0
107740,498.0,71.0,3996.0,360.0,-671.0,1348.0,883.0,143.0,-3495.0
107990,284.0,47.0,3704.0,1353.0,-463.0,2888.0,883.0,143.0,-3495.0
108240,284.0,47.0,3704.0,886.0,-942.0,820.0,883.0,143.0,-3495.0
108490,81.0,-21.0,3984.0,107.0,450.0,1385.0,883.0,143.0,-3495.0
108740,255.0,137.0,4004.0,353.0,-130.0,-111.0,883.0,143.0,-3495.0
108990,255.0,137.0,4004.0,271.0,-73.0,257.0,537.0,549.0,-3426.0
109240,255.0,104.0,3991.0,227.0,-293.0,60.0,537.0,549.0,-3426.0
109490,247.0,35.0,3943.0,456.0,-143.0,-55.0,537.0,549.0,-3426.0
109740,247.0,35.0,3943.0,372.0,-119.0,-26.0,537.0,549.0,-3426.0
109990,281.0,101.0,4018.0,195.0,-209.0,74.0,537.0,549.0,-3426.0
110240,281.0,101.0,4018.0,371.0,-182.0,-17.0,537.0,549.0,-3426.0
110490,255.0,72.0,4025.0,447.0,-172.0,195.0,537.0,549.0,-3426.0
110740,277.0,82.0,3926.0,121.0,-610.0,-1449.0,537.0,549.0,-3426.0
110990,206.0,82.0,3952.0,380.0,-1052.0,2155.0,537.0,549.0,-3426.0
111240,143.0,236.0,4022.0,-1205.0,170.0,3235.0,537.0,549.0,-3426.0
111490,143.0,236.0,4022.0,2667.0,-41.0,6758.0,537.0,549.0,-3426.0
111740,194.0,140.0,3973.0,437.0,-197.0,71.0,537.0,549.0,-3426.0
111990,188.0,120.0,3964.0,408.0,-345.0,-204.0,537.0,549.0,-3426.0
112240,188.0,120.0,3964.0,476.0,-48.0,-160.0,351.0,1153.0,-3360.0
112490,202.0,150.0,3979.0,349.0,-198.0,-147.0,351.0,1153.0,-3360.0
112740,224.0,152.0,3980.0,420.0,-53.0,-123.0,351.0,1153.0,-3360.0
112990,224.0,152.0,3980.0,341.0,-101.0,4.0,351.0,1153.0,-3360.0
113240,459.0,300.0,3904.0,299.0,127.0,1203.0,351.0,1153.0,-3360.0
113490,459.0,300.0,3904.0,793.0,-583.0,613.0,351.0,1153.0,-3360.0
113740,125.0,-58.0,3973.0,356.0,139.0,2145.0,387.0,1227.0,-3380.0
113990,165.0,-41.0,3978.0,1243.0,328.0,2950.0,387.0,1227.0,-3380.0
114240,182.0,-136.0,4099.0,28.0,41.0,14.0,387.0,1227.0,-3380.0
114490,208.0,-25.0,4033.0,222.0,-349.0,-42.0,387.0,1227.0,-3380.0
114740,228.0,-46.0,3948.0,190.0,-323.0,-14.0,387.0,1227.0,-3380.0
114990,195.0,-14.0,3971.0,419.0,-44.0,4.0,387.0,1227.0,-3380.0
115240,201.0,-4.0,3975.0,347.0,-88.0,1.0,387.0,1227.0,-3380.0
115490,207.0,5.0,3980.0,318.0,24.0,-113.0,387.0,1227.0,-3380.0
115740,207.0,5.0,3980.0,205.0,-145.0,52.0,387.0,1227.0,-3380.0
115990,207.0,5.0,3980.0,402.0,-99.0,227.0,387.0,1227.0,-3380.0
116240,224.0,0.0,3980.0,-613.0,-163.0,1745.0,387.0,1227.0,-3380.0
116490,280.0,212.0,4011.0,300.0,75.0,199.0,387.0,1227.0,-3380.0
116740,280.0,212.0,4011.0,377.0,-177.0,-249.0,387.0,1227.0,-3380.0
116990,274.0,178.0,3970.0,483.0,-202.0,-25.0,567.0,1497.0,-3362.0
117240,282.0,173.0,3962.0,268.0,-130.0,-43.0,567.0,1497.0,-3362.0
117490,282.0,173.0,3962.0,473.0,-212.0,-158.0,567.0,1497.0,-3362.0
117740,284.0,209.0,4014.0,475.0,-416.0,-358.0,567.0,1497.0,-3362.0
117990,275.0,175.0,4043.0,387.0,-354.0,-390.0,567.0,1497.0,-3362.0
118240,242.0,115.0,4004.0,-688.0,-1563.0,-2112.0,567.0,1497.0,-3362.0
118490,89.0,198.0,4036.0,631.0,-253.0,177.0,567.0,1497.0,-3362.0
118740,97.0,109.0,3995.0,987.0,97.0,1165.0,567.0,1497.0,-3362.0
118990,203.0,-23.0,3984.0,-289.0,1214.0,1363.0,567.0,1497.0,-3362.0
119240,203.0,-23.0,3984.0,345.0,-106.0,-143.0,567.0,1497.0,-3362.0
119490,365.0,69.0,3956.0,465.0,-159.0,-67.0,567.0,1497.0,-3362.0
119740,379.0,47.0,3988.0,484.0,-164.0,-151.0,567.0,1497.0,-3362.0
119990,379.0,47.0,3988.0,295.0,-135.0,-33.0,567.0,1497.0,-3362.0
120240,371.0,12.0,3960.0,190.0,-488.0,73.0,693.0,1687.0,-3341.0
120490,371.0,12.0,3960.0,393.0,-161.0,53.0,693.0,1687.0,-3341.0
120740,371.0,12.0,3960.0,447.0,-118.0,91.0,693.0,1687.0,-3341.0
120990,337.0,30.0,3935.0,201.0,-118.0,-69.0,693.0,1687.0,-3341.0
121240,337.0,30.0,3935.0,402.0,-88.0,-350.0,693.0,1687.0,-3341.0
121490,310.0,39.0,3955.0,-125.0,-177.0,-1022.0,693.0,1687.0,-3341.0
